%eval_id                 interface                x1                       x2                       x3                       x4                       x5                       y                        z                        
1                        NO_ID                    8.63245025277138         -0.7529132720083         7.25217954255641         7.80947952065617         -3.2643825840205         5613.087553529           19.6768134599552         
2                        NO_ID                    -2.29110498912633        -4.50815133284777        -9.7405448416248         -8.33485065959394        3.47631531767547         22.4759745926509         -21.3983365055174        
3                        NO_ID                    6.21307842899114         -3.15309583209455        -4.55221054609865        -5.01367962453514        1.94927208125591         1474.50174914393         -4.55663549248129        
4                        NO_ID                    -7.63338794931769        1.91850636620075         1.50419064797461         9.7789871878922          3.81856452208012         3414.33405516429         9.38686077482998         
5                        NO_ID                    -8.33555080462247        2.83332337625325         -7.79204893857241        9.52902734279633         3.79361132159829         4920.65613335252         0.0283622974529858       
6                        NO_ID                    7.94473044108599         -6.82324474677444        -5.76867160387337        -8.8078226428479         -5.05310099571943        3690.77776718803         -18.5081095481291        
7                        NO_ID                    -3.27556509990245        -7.64065728522837        2.79136434663087         -7.19711164012551        -9.54591405577958        -330.345795110472        -24.867883734405         
8                        NO_ID                    -7.5379570806399         0.175527650862932        6.17766830138862         -1.80334286298603        8.72832410503179         3264.9686167624          5.74022011365741         
9                        NO_ID                    9.21123321633786         5.07137695793062         6.44363331608474         -8.88214040081948        2.42494364734739         7362.05074254968         14.2690467368811         
10                       NO_ID                    -7.41118653677404        4.38848845195025         4.69192438293248         2.61597886681557         2.12083623278886         3125.97825995622         6.40604139771312         
11                       NO_ID                    -1.04006362147629        -7.121148025617          -1.33020428009331        3.52745593059808         7.72383139003068         -354.651707357036        1.75987139344215         
12                       NO_ID                    5.53567509632558         9.69457485247403         -8.34431514143944        9.27447374444455         -0.637951362878084       1929.08084328397         15.5224571889266         
13                       NO_ID                    7.96250842977315         -4.08229189459234        3.48606156650931         6.19960643351078         -2.39372648764402        3970.07573702926         11.1721580475569         
14                       NO_ID                    -7.46060341130942        -8.35971378721297        1.21314369142055         -3.71336496900767        -9.2291394341737         2511.64405984498         -27.5496779102832        
15                       NO_ID                    -6.48908056784421        3.18910406436771         -8.67287395521998        -9.84197253827006        -5.08470267057419        1870.9088811528          -26.8995256675407        
16                       NO_ID                    9.08183032646775         0.234035272151232        8.09799613431096         -3.40898374095559        -1.93188334815204        6865.07273378792         12.0729946438223         
17                       NO_ID                    6.40776724554598         9.10246534273028         -5.62469702679664        1.25883866101503         -3.47455464769155        2472.96067233241         7.66981957480311         
18                       NO_ID                    0.298265116289258        -5.47547284513712        9.31433017365634         9.69965807627887         -7.5290408032015         -67.694753121219         6.30773971788585         
19                       NO_ID                    -5.28985042590648        2.50084966886789         8.84512664750218         -8.97050074767321        5.31897728797048         867.927988599832         2.40460243076086         
20                       NO_ID                    -7.0754554355517         -1.89642497338355        3.66092603188008         2.68148217815906         -9.65417960658669        2515.47432100796         -12.2836518054828        
21                       NO_ID                    -7.19070559367538        -1.71932668425143        -0.570441340096295       -1.56738220714033        -5.38140319753438        2667.21151868262         -16.4292590226978        
22                       NO_ID                    -0.972470603883266       -6.58165649045259        -6.88305881340057        1.7237002030015          -4.41453837789595        -235.110980817045        -17.1280240826309        
23                       NO_ID                    -2.53975546918809        2.21176543738693         7.9466651706025          -1.76197127904743        3.81657250225544         113.814381748772         9.67327636200935         
24                       NO_ID                    1.79737551603466         1.98164575733244         -8.28582210466266        -2.59236417710781        9.86247968394309         84.2807577562333         2.76331467553973         
25                       NO_ID                    -7.24892893340439        -6.00271470844746        -9.66910975053906        -5.84198984783143        3.90711334533989         2632.54050014164         -24.8556298948824        
26                       NO_ID                    -9.35243984684348        5.61053538229316         8.86606249492615         -9.113031453453          -7.73527636192739        7896.7770235219          -11.7241497850046        
27                       NO_ID                    -5.42225399520248        -2.10681981407106        -3.67720467969775        -9.40226744394749        0.81678019836545         859.177345289017         -19.7917657345533        
28                       NO_ID                    1.89567187801004         4.04368718154728         -0.372310085222125       -5.38374593947083        -1.61462623625994        73.7885985706016         -1.43132320139557        
29                       NO_ID                    3.66902904585004         -3.7491331063211         -7.31801515445113        3.14596473705023         -2.86999800708145        185.22086213842          -7.1221524849534         
30                       NO_ID                    7.05799552146345         -7.92489941231906        2.21385481301695         1.95450006984174         -5.66392193548381        1990.70421915523         -2.36247094348073        
31                       NO_ID                    4.11640246864408         -9.76825478486717        6.77592547144741         -8.34303779993206        -4.44001792464405        -607.379830451824        -11.6589825693518        
32                       NO_ID                    -4.42632468417287        -8.77460076473653        -0.46862059738487        -6.38523539528251        6.13367380108684         -297.89370786717         -13.9211076404899        
33                       NO_ID                    1.48023553192616         -9.24456616863608        5.17448728904128         4.86935521941632         8.63313912879676         -753.613566617276        10.9126510005444         
34                       NO_ID                    -2.4650056893006         8.65544396918267         4.65183040127158         -2.26001884322614        -0.594561975449324       704.737746734578         7.9876878624782          
35                       NO_ID                    -5.68413132801652        7.42743300739676         -2.98594265244901        -2.09914715960622        -6.64387444965541        1460.45815835648         -9.98566258233041        
36                       NO_ID                    6.80483338888735         -2.81590009108186        -7.22463759128004        -3.1315729720518         8.42927907593548         2170.95889062898         2.06200181040913         
37                       NO_ID                    -6.8238611612469         -0.220910762436688       3.95238855853677         6.97876531165093         8.64286070223898         2190.89614215577         12.5292426487431         
38                       NO_ID                    0.653694453649223        -7.59629415348172        -8.11077743303031        6.3309117173776          -1.01464957930148        -366.035942359281        -9.73711499478668        
